CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,ModifiedDate
29847,0,Mr.,David,NULL,Hodgson,NULL,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,2006-09-01 00:00:00.000
29847,0,Mr.,David,NULL,Hodgson,NULL,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,2006-09-01 00:00:00.000
30072,0,Ms.,Andrea,A.,Thomsen,NULL,West Side Mart,adventure-works\jae0,andrea1@adventure-works.com,1 (11) 500 555-0120,2007-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
30113,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,2006-09-01 00:00:00.000
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
29485,0,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,2009-05-16 16:33:33.077
